============================================================
Currently Loaded Modulefiles:
 1) intel/oneapi/2023.2.0  
MKLROOT=/apps/support/intel_spr_rocky8.9/oneapi/2023.2.0/mkl/2023.2.0
============================================================
Job ID: namd-cy
Job name: namd-cy
Number of nodes: 1
Number of processors: 8
Task is running on the following nodes:
qhcn003
OMP_NUM_THREADS = 1
============================================================

5 995 1 1
dkcx = 0.000000, dkcy = 0.000000, dkcz = 0.000000
dkdx = 0.000000, dkdy = 0.000000, dkdz = 0.000000
dkx = 0, dky = 0, dkz = 0
Read epc time: 0.006287s.
FSSH-SHM in 308 fs: 0.04098s.
FSSH-SHM in 309 fs: 0.04098s.
FSSH-SHM in 310 fs: 0.04101s.
FSSH-SHM in 311 fs: 0.04089s.
FSSH-SHM in 312 fs: 0.04092s.
FSSH-SHM in 313 fs: 0.04090s.
FSSH-SHM in 314 fs: 0.04110s.
FSSH-SHM in 315 fs: 0.04113s.
FSSH-SHM in 316 fs: 0.04118s.
FSSH-SHM in 317 fs: 0.04129s.
FSSH-SHM in 318 fs: 0.04112s.
FSSH-SHM in 319 fs: 0.04127s.
FSSH-SHM in 320 fs: 0.04118s.
FSSH-SHM in 321 fs: 0.04118s.
FSSH-SHM in 322 fs: 0.04109s.
FSSH-SHM in 323 fs: 0.04093s.
FSSH-SHM in 324 fs: 0.04095s.
FSSH-SHM in 325 fs: 0.04097s.
FSSH-SHM in 326 fs: 0.04109s.
FSSH-SHM in 327 fs: 0.04109s.
FSSH-SHM in 328 fs: 0.04107s.
FSSH-SHM in 329 fs: 0.04120s.
FSSH-SHM in 330 fs: 0.04115s.
FSSH-SHM in 331 fs: 0.04112s.
FSSH-SHM in 332 fs: 0.04112s.
FSSH-SHM in 333 fs: 0.04110s.
FSSH-SHM in 334 fs: 0.04108s.
FSSH-SHM in 335 fs: 0.04110s.
FSSH-SHM in 336 fs: 0.04121s.
FSSH-SHM in 337 fs: 0.04116s.
FSSH-SHM in 338 fs: 0.04112s.
FSSH-SHM in 339 fs: 0.04125s.
FSSH-SHM in 340 fs: 0.04124s.
FSSH-SHM in 341 fs: 0.04120s.
FSSH-SHM in 342 fs: 0.04122s.
FSSH-SHM in 343 fs: 0.04119s.
FSSH-SHM in 344 fs: 0.04117s.
FSSH-SHM in 345 fs: 0.04126s.
FSSH-SHM in 346 fs: 0.04113s.
FSSH-SHM in 347 fs: 0.04119s.
FSSH-SHM in 348 fs: 0.04114s.
FSSH-SHM in 349 fs: 0.04117s.
FSSH-SHM in 350 fs: 0.04123s.
FSSH-SHM in 351 fs: 0.04120s.
FSSH-SHM in 352 fs: 0.04115s.
FSSH-SHM in 353 fs: 0.04111s.
FSSH-SHM in 354 fs: 0.04115s.
FSSH-SHM in 355 fs: 0.04120s.
FSSH-SHM in 356 fs: 0.04126s.
FSSH-SHM in 357 fs: 0.04128s.
FSSH-SHM in 358 fs: 0.04112s.
FSSH-SHM in 359 fs: 0.04115s.
FSSH-SHM in 360 fs: 0.04119s.
FSSH-SHM in 361 fs: 0.04115s.
FSSH-SHM in 362 fs: 0.04103s.
FSSH-SHM in 363 fs: 0.04096s.
FSSH-SHM in 364 fs: 0.04093s.
FSSH-SHM in 365 fs: 0.04112s.
FSSH-SHM in 366 fs: 0.04119s.
FSSH-SHM in 367 fs: 0.04125s.
FSSH-SHM in 368 fs: 0.04134s.
FSSH-SHM in 369 fs: 0.04154s.
FSSH-SHM in 370 fs: 0.04123s.
FSSH-SHM in 371 fs: 0.04115s.
FSSH-SHM in 372 fs: 0.04111s.
FSSH-SHM in 373 fs: 0.04109s.
FSSH-SHM in 374 fs: 0.04100s.
FSSH-SHM in 375 fs: 0.04108s.
FSSH-SHM in 376 fs: 0.04103s.
FSSH-SHM in 377 fs: 0.04093s.
FSSH-SHM in 378 fs: 0.04099s.
FSSH-SHM in 379 fs: 0.04111s.
FSSH-SHM in 380 fs: 0.04128s.
FSSH-SHM in 381 fs: 0.04128s.
FSSH-SHM in 382 fs: 0.04128s.
FSSH-SHM in 383 fs: 0.04118s.
FSSH-SHM in 384 fs: 0.04113s.
FSSH-SHM in 385 fs: 0.04115s.
FSSH-SHM in 386 fs: 0.04111s.
FSSH-SHM in 387 fs: 0.04124s.
FSSH-SHM in 388 fs: 0.04128s.
FSSH-SHM in 389 fs: 0.04126s.
FSSH-SHM in 390 fs: 0.04125s.
FSSH-SHM in 391 fs: 0.04124s.
FSSH-SHM in 392 fs: 0.04127s.
FSSH-SHM in 393 fs: 0.04126s.
FSSH-SHM in 394 fs: 0.04143s.
FSSH-SHM in 395 fs: 0.04133s.
FSSH-SHM in 396 fs: 0.04131s.
FSSH-SHM in 397 fs: 0.04118s.
FSSH-SHM in 398 fs: 0.04113s.
FSSH-SHM in 399 fs: 0.04113s.
FSSH-SHM in 400 fs: 0.04102s.
FSSH-SHM in 401 fs: 0.04113s.
FSSH-SHM in 402 fs: 0.04119s.
FSSH-SHM in 403 fs: 0.04106s.
FSSH-SHM in 404 fs: 0.04097s.
FSSH-SHM in 405 fs: 0.04103s.
FSSH-SHM in 406 fs: 0.04113s.
FSSH-SHM in 407 fs: 0.04119s.
FSSH-SHM in 408 fs: 0.04118s.
FSSH-SHM in 409 fs: 0.04115s.
FSSH-SHM in 410 fs: 0.04120s.
FSSH-SHM in 411 fs: 0.04146s.
FSSH-SHM in 412 fs: 0.04134s.
FSSH-SHM in 413 fs: 0.04137s.
FSSH-SHM in 414 fs: 0.04126s.
FSSH-SHM in 415 fs: 0.04118s.
FSSH-SHM in 416 fs: 0.04107s.
FSSH-SHM in 417 fs: 0.04104s.
FSSH-SHM in 418 fs: 0.04103s.
FSSH-SHM in 419 fs: 0.04122s.
FSSH-SHM in 420 fs: 0.04129s.
FSSH-SHM in 421 fs: 0.04128s.
FSSH-SHM in 422 fs: 0.04137s.
FSSH-SHM in 423 fs: 0.04137s.
FSSH-SHM in 424 fs: 0.04115s.
FSSH-SHM in 425 fs: 0.04110s.
FSSH-SHM in 426 fs: 0.04114s.
FSSH-SHM in 427 fs: 0.04113s.
FSSH-SHM in 428 fs: 0.04105s.
FSSH-SHM in 429 fs: 0.04112s.
FSSH-SHM in 430 fs: 0.04103s.
FSSH-SHM in 431 fs: 0.04101s.
FSSH-SHM in 432 fs: 0.04106s.
FSSH-SHM in 433 fs: 0.04093s.
FSSH-SHM in 434 fs: 0.04082s.
FSSH-SHM in 435 fs: 0.04067s.
FSSH-SHM in 436 fs: 0.04076s.
FSSH-SHM in 437 fs: 0.04100s.
FSSH-SHM in 438 fs: 0.04133s.
FSSH-SHM in 439 fs: 0.04137s.
FSSH-SHM in 440 fs: 0.04119s.
FSSH-SHM in 441 fs: 0.04124s.
FSSH-SHM in 442 fs: 0.04133s.
FSSH-SHM in 443 fs: 0.04128s.
FSSH-SHM in 444 fs: 0.04131s.
FSSH-SHM in 445 fs: 0.04138s.
FSSH-SHM in 446 fs: 0.04126s.
FSSH-SHM in 447 fs: 0.04126s.
FSSH-SHM in 448 fs: 0.04113s.
FSSH-SHM in 449 fs: 0.04109s.
FSSH-SHM in 450 fs: 0.04126s.
FSSH-SHM in 451 fs: 0.04140s.
FSSH-SHM in 452 fs: 0.04124s.
FSSH-SHM in 453 fs: 0.04121s.
FSSH-SHM in 454 fs: 0.04126s.
FSSH-SHM in 455 fs: 0.04138s.
FSSH-SHM in 456 fs: 0.04135s.
FSSH-SHM in 457 fs: 0.04121s.
FSSH-SHM in 458 fs: 0.04110s.
FSSH-SHM in 459 fs: 0.04116s.
FSSH-SHM in 460 fs: 0.04119s.
FSSH-SHM in 461 fs: 0.04122s.
FSSH-SHM in 462 fs: 0.04146s.
FSSH-SHM in 463 fs: 0.04119s.
FSSH-SHM in 464 fs: 0.04121s.
FSSH-SHM in 465 fs: 0.04126s.
FSSH-SHM in 466 fs: 0.04124s.
FSSH-SHM in 467 fs: 0.04129s.
FSSH-SHM in 468 fs: 0.04139s.
FSSH-SHM in 469 fs: 0.04126s.
FSSH-SHM in 470 fs: 0.04120s.
FSSH-SHM in 471 fs: 0.04118s.
FSSH-SHM in 472 fs: 0.04117s.
FSSH-SHM in 473 fs: 0.04129s.
FSSH-SHM in 474 fs: 0.04131s.
FSSH-SHM in 475 fs: 0.04132s.
FSSH-SHM in 476 fs: 0.04130s.
FSSH-SHM in 477 fs: 0.04116s.
FSSH-SHM in 478 fs: 0.04113s.
FSSH-SHM in 479 fs: 0.04105s.
FSSH-SHM in 480 fs: 0.04106s.
FSSH-SHM in 481 fs: 0.04101s.
FSSH-SHM in 482 fs: 0.04109s.
FSSH-SHM in 483 fs: 0.04142s.
FSSH-SHM in 484 fs: 0.04234s.
FSSH-SHM in 485 fs: 0.04119s.
FSSH-SHM in 486 fs: 0.04112s.
FSSH-SHM in 487 fs: 0.04119s.
FSSH-SHM in 488 fs: 0.04122s.
FSSH-SHM in 489 fs: 0.04121s.
FSSH-SHM in 490 fs: 0.04120s.
FSSH-SHM in 491 fs: 0.04122s.
FSSH-SHM in 492 fs: 0.04125s.
FSSH-SHM in 493 fs: 0.04125s.
FSSH-SHM in 494 fs: 0.04128s.
FSSH-SHM in 495 fs: 0.04121s.
FSSH-SHM in 496 fs: 0.04117s.
FSSH-SHM in 497 fs: 0.04112s.
FSSH-SHM in 498 fs: 0.04109s.
FSSH-SHM in 499 fs: 0.04112s.
FSSH-SHM in 500 fs: 0.04105s.
FSSH-SHM in 501 fs: 0.04103s.
FSSH-SHM in 502 fs: 0.04095s.
FSSH-SHM in 503 fs: 0.04091s.
FSSH-SHM in 504 fs: 0.04088s.
FSSH-SHM in 505 fs: 0.04065s.
FSSH-SHM in 506 fs: 0.04087s.
FSSH-SHM in 507 fs: 0.04091s.
FSSH-SHM in 508 fs: 0.04093s.
FSSH-SHM in 509 fs: 0.04103s.
FSSH-SHM in 510 fs: 0.04115s.
FSSH-SHM in 511 fs: 0.04111s.
FSSH-SHM in 512 fs: 0.04113s.
FSSH-SHM in 513 fs: 0.04121s.
FSSH-SHM in 514 fs: 0.04121s.
FSSH-SHM in 515 fs: 0.04116s.
FSSH-SHM in 516 fs: 0.04119s.
FSSH-SHM in 517 fs: 0.04126s.
FSSH-SHM in 518 fs: 0.04152s.
FSSH-SHM in 519 fs: 0.04120s.
FSSH-SHM in 520 fs: 0.04129s.
FSSH-SHM in 521 fs: 0.04127s.
FSSH-SHM in 522 fs: 0.04131s.
FSSH-SHM in 523 fs: 0.04125s.
FSSH-SHM in 524 fs: 0.04126s.
FSSH-SHM in 525 fs: 0.04113s.
FSSH-SHM in 526 fs: 0.04116s.
FSSH-SHM in 527 fs: 0.04103s.
FSSH-SHM in 528 fs: 0.04096s.
FSSH-SHM in 529 fs: 0.04093s.
FSSH-SHM in 530 fs: 0.04087s.
FSSH-SHM in 531 fs: 0.04103s.
FSSH-SHM in 532 fs: 0.04101s.
FSSH-SHM in 533 fs: 0.04100s.
FSSH-SHM in 534 fs: 0.04112s.
FSSH-SHM in 535 fs: 0.04120s.
FSSH-SHM in 536 fs: 0.04125s.
FSSH-SHM in 537 fs: 0.04123s.
FSSH-SHM in 538 fs: 0.04100s.
FSSH-SHM in 539 fs: 0.04097s.
FSSH-SHM in 540 fs: 0.04118s.
FSSH-SHM in 541 fs: 0.04127s.
FSSH-SHM in 542 fs: 0.04130s.
FSSH-SHM in 543 fs: 0.04129s.
FSSH-SHM in 544 fs: 0.04145s.
FSSH-SHM in 545 fs: 0.04138s.
FSSH-SHM in 546 fs: 0.04125s.
FSSH-SHM in 547 fs: 0.04124s.
FSSH-SHM in 548 fs: 0.04115s.
FSSH-SHM in 549 fs: 0.04103s.
FSSH-SHM in 550 fs: 0.04090s.
FSSH-SHM in 551 fs: 0.04081s.
FSSH-SHM in 552 fs: 0.04084s.
FSSH-SHM in 553 fs: 0.04097s.
FSSH-SHM in 554 fs: 0.04116s.
FSSH-SHM in 555 fs: 0.04117s.
FSSH-SHM in 556 fs: 0.04113s.
FSSH-SHM in 557 fs: 0.04111s.
FSSH-SHM in 558 fs: 0.04097s.
FSSH-SHM in 559 fs: 0.04096s.
FSSH-SHM in 560 fs: 0.04096s.
FSSH-SHM in 561 fs: 0.04107s.
FSSH-SHM in 562 fs: 0.04099s.
FSSH-SHM in 563 fs: 0.04105s.
FSSH-SHM in 564 fs: 0.04119s.
FSSH-SHM in 565 fs: 0.04127s.
FSSH-SHM in 566 fs: 0.04125s.
FSSH-SHM in 567 fs: 0.04124s.
FSSH-SHM in 568 fs: 0.04122s.
FSSH-SHM in 569 fs: 0.04121s.
FSSH-SHM in 570 fs: 0.04120s.
FSSH-SHM in 571 fs: 0.04112s.
FSSH-SHM in 572 fs: 0.04109s.
FSSH-SHM in 573 fs: 0.04127s.
FSSH-SHM in 574 fs: 0.04186s.
FSSH-SHM in 575 fs: 0.04190s.
FSSH-SHM in 576 fs: 0.04130s.
FSSH-SHM in 577 fs: 0.04109s.
FSSH-SHM in 578 fs: 0.04115s.
FSSH-SHM in 579 fs: 0.04115s.
FSSH-SHM in 580 fs: 0.04104s.
FSSH-SHM in 581 fs: 0.04103s.
FSSH-SHM in 582 fs: 0.04087s.
FSSH-SHM in 583 fs: 0.04088s.
FSSH-SHM in 584 fs: 0.04088s.
FSSH-SHM in 585 fs: 0.04094s.
FSSH-SHM in 586 fs: 0.04099s.
FSSH-SHM in 587 fs: 0.04102s.
FSSH-SHM in 588 fs: 0.04105s.
FSSH-SHM in 589 fs: 0.04100s.
FSSH-SHM in 590 fs: 0.04105s.
FSSH-SHM in 591 fs: 0.04099s.
FSSH-SHM in 592 fs: 0.04098s.
FSSH-SHM in 593 fs: 0.04110s.
FSSH-SHM in 594 fs: 0.04122s.
FSSH-SHM in 595 fs: 0.04125s.
FSSH-SHM in 596 fs: 0.04121s.
FSSH-SHM in 597 fs: 0.04126s.
FSSH-SHM in 598 fs: 0.04124s.
FSSH-SHM in 599 fs: 0.04128s.
FSSH-SHM in 600 fs: 0.04127s.
FSSH-SHM in 601 fs: 0.04116s.
FSSH-SHM in 602 fs: 0.04117s.
FSSH-SHM in 603 fs: 0.04112s.
FSSH-SHM in 604 fs: 0.04106s.
FSSH-SHM in 605 fs: 0.04104s.
FSSH-SHM in 606 fs: 0.04102s.
FSSH-SHM in 607 fs: 0.04109s.
FSSH-SHM in 608 fs: 0.04118s.
FSSH-SHM in 609 fs: 0.04114s.
FSSH-SHM in 610 fs: 0.04121s.
FSSH-SHM in 611 fs: 0.04120s.
FSSH-SHM in 612 fs: 0.04113s.
FSSH-SHM in 613 fs: 0.04116s.
FSSH-SHM in 614 fs: 0.04116s.
FSSH-SHM in 615 fs: 0.04118s.
FSSH-SHM in 616 fs: 0.04134s.
FSSH-SHM in 617 fs: 0.04131s.
FSSH-SHM in 618 fs: 0.04131s.
FSSH-SHM in 619 fs: 0.04124s.
FSSH-SHM in 620 fs: 0.04116s.
FSSH-SHM in 621 fs: 0.04113s.
FSSH-SHM in 622 fs: 0.04123s.
FSSH-SHM in 623 fs: 0.04129s.
FSSH-SHM in 624 fs: 0.04122s.
FSSH-SHM in 625 fs: 0.04125s.
FSSH-SHM in 626 fs: 0.04126s.
FSSH-SHM in 627 fs: 0.04122s.
FSSH-SHM in 628 fs: 0.04124s.
FSSH-SHM in 629 fs: 0.04117s.
FSSH-SHM in 630 fs: 0.04122s.
FSSH-SHM in 631 fs: 0.04121s.
FSSH-SHM in 632 fs: 0.04125s.
FSSH-SHM in 633 fs: 0.04122s.
FSSH-SHM in 634 fs: 0.04126s.
FSSH-SHM in 635 fs: 0.04206s.
FSSH-SHM in 636 fs: 0.04127s.
FSSH-SHM in 637 fs: 0.04152s.
FSSH-SHM in 638 fs: 0.04126s.
FSSH-SHM in 639 fs: 0.04119s.
FSSH-SHM in 640 fs: 0.04119s.
FSSH-SHM in 641 fs: 0.04119s.
FSSH-SHM in 642 fs: 0.04116s.
FSSH-SHM in 643 fs: 0.04116s.
FSSH-SHM in 644 fs: 0.04114s.
FSSH-SHM in 645 fs: 0.04112s.
FSSH-SHM in 646 fs: 0.04107s.
FSSH-SHM in 647 fs: 0.04111s.
FSSH-SHM in 648 fs: 0.04104s.
FSSH-SHM in 649 fs: 0.04111s.
FSSH-SHM in 650 fs: 0.04124s.
FSSH-SHM in 651 fs: 0.04114s.
FSSH-SHM in 652 fs: 0.04107s.
FSSH-SHM in 653 fs: 0.04120s.
FSSH-SHM in 654 fs: 0.04120s.
FSSH-SHM in 655 fs: 0.04108s.
FSSH-SHM in 656 fs: 0.04101s.
FSSH-SHM in 657 fs: 0.04121s.
FSSH-SHM in 658 fs: 0.04119s.
FSSH-SHM in 659 fs: 0.04131s.
FSSH-SHM in 660 fs: 0.04130s.
FSSH-SHM in 661 fs: 0.04139s.
FSSH-SHM in 662 fs: 0.04146s.
FSSH-SHM in 663 fs: 0.04138s.
FSSH-SHM in 664 fs: 0.04136s.
FSSH-SHM in 665 fs: 0.04175s.
FSSH-SHM in 666 fs: 0.04127s.
FSSH-SHM in 667 fs: 0.04134s.
FSSH-SHM in 668 fs: 0.04120s.
FSSH-SHM in 669 fs: 0.04103s.
FSSH-SHM in 670 fs: 0.04088s.
FSSH-SHM in 671 fs: 0.04098s.
FSSH-SHM in 672 fs: 0.04114s.
FSSH-SHM in 673 fs: 0.04158s.
FSSH-SHM in 674 fs: 0.04116s.
FSSH-SHM in 675 fs: 0.04128s.
FSSH-SHM in 676 fs: 0.04127s.
FSSH-SHM in 677 fs: 0.04121s.
FSSH-SHM in 678 fs: 0.04127s.
FSSH-SHM in 679 fs: 0.04129s.
FSSH-SHM in 680 fs: 0.04116s.
FSSH-SHM in 681 fs: 0.04116s.
FSSH-SHM in 682 fs: 0.04122s.
FSSH-SHM in 683 fs: 0.04127s.
FSSH-SHM in 684 fs: 0.04120s.
FSSH-SHM in 685 fs: 0.04128s.
FSSH-SHM in 686 fs: 0.04129s.
FSSH-SHM in 687 fs: 0.04107s.
FSSH-SHM in 688 fs: 0.04114s.
FSSH-SHM in 689 fs: 0.04118s.
FSSH-SHM in 690 fs: 0.04128s.
FSSH-SHM in 691 fs: 0.04132s.
FSSH-SHM in 692 fs: 0.04210s.
FSSH-SHM in 693 fs: 0.04205s.
FSSH-SHM in 694 fs: 0.04130s.
FSSH-SHM in 695 fs: 0.04137s.
FSSH-SHM in 696 fs: 0.04133s.
FSSH-SHM in 697 fs: 0.04131s.
FSSH-SHM in 698 fs: 0.04125s.
FSSH-SHM in 699 fs: 0.04119s.
FSSH-SHM in 700 fs: 0.04125s.
FSSH-SHM in 701 fs: 0.04133s.
FSSH-SHM in 702 fs: 0.04139s.
FSSH-SHM in 703 fs: 0.04130s.
FSSH-SHM in 704 fs: 0.04114s.
FSSH-SHM in 705 fs: 0.04106s.
FSSH-SHM in 706 fs: 0.04111s.
FSSH-SHM in 707 fs: 0.04109s.
FSSH-SHM in 708 fs: 0.04119s.
FSSH-SHM in 709 fs: 0.04133s.
FSSH-SHM in 710 fs: 0.04137s.
FSSH-SHM in 711 fs: 0.04117s.
FSSH-SHM in 712 fs: 0.04103s.
FSSH-SHM in 713 fs: 0.04097s.
FSSH-SHM in 714 fs: 0.04107s.
FSSH-SHM in 715 fs: 0.04124s.
FSSH-SHM in 716 fs: 0.04131s.
FSSH-SHM in 717 fs: 0.04122s.
FSSH-SHM in 718 fs: 0.04112s.
FSSH-SHM in 719 fs: 0.04117s.
FSSH-SHM in 720 fs: 0.04123s.
FSSH-SHM in 721 fs: 0.04121s.
FSSH-SHM in 722 fs: 0.04117s.
FSSH-SHM in 723 fs: 0.04119s.
FSSH-SHM in 724 fs: 0.04112s.
FSSH-SHM in 725 fs: 0.04109s.
FSSH-SHM in 726 fs: 0.04109s.
FSSH-SHM in 727 fs: 0.04090s.
FSSH-SHM in 728 fs: 0.04096s.
FSSH-SHM in 729 fs: 0.04113s.
FSSH-SHM in 730 fs: 0.04103s.
FSSH-SHM in 731 fs: 0.04096s.
FSSH-SHM in 732 fs: 0.04084s.
FSSH-SHM in 733 fs: 0.04087s.
FSSH-SHM in 734 fs: 0.04090s.
FSSH-SHM in 735 fs: 0.04097s.
FSSH-SHM in 736 fs: 0.04107s.
FSSH-SHM in 737 fs: 0.04114s.
FSSH-SHM in 738 fs: 0.04136s.
FSSH-SHM in 739 fs: 0.04121s.
FSSH-SHM in 740 fs: 0.04123s.
FSSH-SHM in 741 fs: 0.04125s.
FSSH-SHM in 742 fs: 0.04123s.
FSSH-SHM in 743 fs: 0.04122s.
FSSH-SHM in 744 fs: 0.04103s.
FSSH-SHM in 745 fs: 0.04100s.
FSSH-SHM in 746 fs: 0.04105s.
FSSH-SHM in 747 fs: 0.04117s.
FSSH-SHM in 748 fs: 0.04122s.
FSSH-SHM in 749 fs: 0.04121s.
FSSH-SHM in 750 fs: 0.04127s.
FSSH-SHM in 751 fs: 0.04126s.
FSSH-SHM in 752 fs: 0.04127s.
FSSH-SHM in 753 fs: 0.04137s.
FSSH-SHM in 754 fs: 0.04130s.
FSSH-SHM in 755 fs: 0.04112s.
FSSH-SHM in 756 fs: 0.04110s.
FSSH-SHM in 757 fs: 0.04117s.
FSSH-SHM in 758 fs: 0.04112s.
FSSH-SHM in 759 fs: 0.04128s.
FSSH-SHM in 760 fs: 0.04120s.
FSSH-SHM in 761 fs: 0.04129s.
FSSH-SHM in 762 fs: 0.04128s.
FSSH-SHM in 763 fs: 0.04136s.
FSSH-SHM in 764 fs: 0.04137s.
FSSH-SHM in 765 fs: 0.04126s.
FSSH-SHM in 766 fs: 0.04126s.
FSSH-SHM in 767 fs: 0.04132s.
FSSH-SHM in 768 fs: 0.04136s.
FSSH-SHM in 769 fs: 0.04126s.
FSSH-SHM in 770 fs: 0.04139s.
FSSH-SHM in 771 fs: 0.04146s.
FSSH-SHM in 772 fs: 0.04142s.
FSSH-SHM in 773 fs: 0.04138s.
FSSH-SHM in 774 fs: 0.04136s.
FSSH-SHM in 775 fs: 0.04141s.
FSSH-SHM in 776 fs: 0.04137s.
FSSH-SHM in 777 fs: 0.04140s.
FSSH-SHM in 778 fs: 0.04130s.
FSSH-SHM in 779 fs: 0.04119s.
FSSH-SHM in 780 fs: 0.04099s.
FSSH-SHM in 781 fs: 0.04106s.
FSSH-SHM in 782 fs: 0.04120s.
FSSH-SHM in 783 fs: 0.04126s.
FSSH-SHM in 784 fs: 0.04122s.
FSSH-SHM in 785 fs: 0.04132s.
FSSH-SHM in 786 fs: 0.04124s.
FSSH-SHM in 787 fs: 0.04121s.
FSSH-SHM in 788 fs: 0.04112s.
FSSH-SHM in 789 fs: 0.04108s.
FSSH-SHM in 790 fs: 0.04122s.
FSSH-SHM in 791 fs: 0.04128s.
FSSH-SHM in 792 fs: 0.04139s.
FSSH-SHM in 793 fs: 0.04132s.
FSSH-SHM in 794 fs: 0.04134s.
FSSH-SHM in 795 fs: 0.04129s.
FSSH-SHM in 796 fs: 0.04111s.
FSSH-SHM in 797 fs: 0.04095s.
FSSH-SHM in 798 fs: 0.04091s.
FSSH-SHM in 799 fs: 0.04086s.
FSSH-SHM in 800 fs: 0.04095s.
FSSH-SHM in 801 fs: 0.04099s.
FSSH-SHM in 802 fs: 0.04100s.
FSSH-SHM in 803 fs: 0.04118s.
FSSH-SHM in 804 fs: 0.04122s.
FSSH-SHM in 805 fs: 0.04123s.
FSSH-SHM in 806 fs: 0.04114s.
FSSH-SHM in 807 fs: 0.04121s.
FSSH-SHM in 808 fs: 0.04113s.
FSSH-SHM in 809 fs: 0.04115s.
FSSH-SHM in 810 fs: 0.04112s.
FSSH-SHM in 811 fs: 0.04122s.
FSSH-SHM in 812 fs: 0.04155s.
FSSH-SHM in 813 fs: 0.04124s.
FSSH-SHM in 814 fs: 0.04119s.
FSSH-SHM in 815 fs: 0.04122s.
FSSH-SHM in 816 fs: 0.04165s.
FSSH-SHM in 817 fs: 0.04147s.
FSSH-SHM in 818 fs: 0.04138s.
FSSH-SHM in 819 fs: 0.04137s.
FSSH-SHM in 820 fs: 0.04117s.
FSSH-SHM in 821 fs: 0.04114s.
FSSH-SHM in 822 fs: 0.04145s.
FSSH-SHM in 823 fs: 0.04134s.
FSSH-SHM in 824 fs: 0.04117s.
FSSH-SHM in 825 fs: 0.04125s.
FSSH-SHM in 826 fs: 0.04125s.
FSSH-SHM in 827 fs: 0.04123s.
FSSH-SHM in 828 fs: 0.04131s.
FSSH-SHM in 829 fs: 0.04137s.
FSSH-SHM in 830 fs: 0.04137s.
FSSH-SHM in 831 fs: 0.04128s.
FSSH-SHM in 832 fs: 0.04136s.
FSSH-SHM in 833 fs: 0.04121s.
FSSH-SHM in 834 fs: 0.04128s.
FSSH-SHM in 835 fs: 0.04109s.
FSSH-SHM in 836 fs: 0.04119s.
FSSH-SHM in 837 fs: 0.04133s.
FSSH-SHM in 838 fs: 0.04142s.
FSSH-SHM in 839 fs: 0.04144s.
FSSH-SHM in 840 fs: 0.04137s.
FSSH-SHM in 841 fs: 0.04145s.
FSSH-SHM in 842 fs: 0.04148s.
FSSH-SHM in 843 fs: 0.04148s.
FSSH-SHM in 844 fs: 0.04145s.
FSSH-SHM in 845 fs: 0.04147s.
FSSH-SHM in 846 fs: 0.04137s.
FSSH-SHM in 847 fs: 0.04148s.
FSSH-SHM in 848 fs: 0.04155s.
FSSH-SHM in 849 fs: 0.04140s.
FSSH-SHM in 850 fs: 0.04131s.
FSSH-SHM in 851 fs: 0.04129s.
FSSH-SHM in 852 fs: 0.04147s.
FSSH-SHM in 853 fs: 0.04150s.
FSSH-SHM in 854 fs: 0.04156s.
FSSH-SHM in 855 fs: 0.04139s.
FSSH-SHM in 856 fs: 0.04137s.
FSSH-SHM in 857 fs: 0.04134s.
FSSH-SHM in 858 fs: 0.04121s.
FSSH-SHM in 859 fs: 0.04129s.
FSSH-SHM in 860 fs: 0.04142s.
FSSH-SHM in 861 fs: 0.04145s.
FSSH-SHM in 862 fs: 0.04142s.
FSSH-SHM in 863 fs: 0.04129s.
FSSH-SHM in 864 fs: 0.04131s.
FSSH-SHM in 865 fs: 0.04140s.
FSSH-SHM in 866 fs: 0.04128s.
FSSH-SHM in 867 fs: 0.04135s.
FSSH-SHM in 868 fs: 0.04108s.
FSSH-SHM in 869 fs: 0.04132s.
FSSH-SHM in 870 fs: 0.04145s.
FSSH-SHM in 871 fs: 0.04130s.
FSSH-SHM in 872 fs: 0.04127s.
FSSH-SHM in 873 fs: 0.04119s.
FSSH-SHM in 874 fs: 0.04122s.
FSSH-SHM in 875 fs: 0.04141s.
FSSH-SHM in 876 fs: 0.04127s.
FSSH-SHM in 877 fs: 0.04120s.
FSSH-SHM in 878 fs: 0.04111s.
FSSH-SHM in 879 fs: 0.04123s.
FSSH-SHM in 880 fs: 0.04114s.
FSSH-SHM in 881 fs: 0.04106s.
FSSH-SHM in 882 fs: 0.04109s.
FSSH-SHM in 883 fs: 0.04113s.
FSSH-SHM in 884 fs: 0.04103s.
FSSH-SHM in 885 fs: 0.04099s.
FSSH-SHM in 886 fs: 0.04109s.
FSSH-SHM in 887 fs: 0.04095s.
FSSH-SHM in 888 fs: 0.04101s.
FSSH-SHM in 889 fs: 0.04107s.
FSSH-SHM in 890 fs: 0.04111s.
FSSH-SHM in 891 fs: 0.04122s.
FSSH-SHM in 892 fs: 0.04118s.
FSSH-SHM in 893 fs: 0.04106s.
FSSH-SHM in 894 fs: 0.04095s.
FSSH-SHM in 895 fs: 0.04087s.
FSSH-SHM in 896 fs: 0.04079s.
FSSH-SHM in 897 fs: 0.04102s.
FSSH-SHM in 898 fs: 0.04117s.
FSSH-SHM in 899 fs: 0.04120s.
FSSH-SHM in 900 fs: 0.04109s.
FSSH-SHM in 901 fs: 0.04098s.
FSSH-SHM in 902 fs: 0.04093s.
FSSH-SHM in 903 fs: 0.04107s.
